,Year,State,Fips,CountyName,Region,EstimatedValue
40,2013,Georgia,13083,Dade,North,72568.08
41,2013,Georgia,13085,Dawson,North,99900.93
42,2013,Georgia,13087,Decatur,Southwest,178084.9
43,2013,Georgia,13089,DeKalb,North Central,45975.5
44,2013,Georgia,13091,Dodge,Southeast,221189.72
45,2013,Georgia,13093,Dooly,Southwest,89698.67
46,2013,Georgia,13095,Dougherty,Central,139890.03
47,2013,Georgia,13097,Douglas,North Central,74634.0
48,2013,Georgia,13099,Early,Southwest,173797.62
49,2013,Georgia,13101,Echols,Southeast,234756.47
50,2013,Georgia,13103,Effingham,Southeast,229858.21
51,2013,Georgia,13105,Elbert,North Central,132570.0
52,2013,Georgia,13107,Emanuel,Southeast,326510.26
53,2013,Georgia,13109,Evans,Southeast,76696.66
54,2013,Georgia,13111,Fannin,North,202322.75
55,2013,Georgia,13113,Fayette,North Central,33312.83
56,2013,Georgia,13115,Floyd,North,190312.55
57,2013,Georgia,13117,Forsyth,North Central,57929.4
58,2013,Georgia,13119,Franklin,North Central,79765.01
59,2013,Georgia,13121,Fulton,North Central,111525.58
60,2013,Georgia,13123,Gilmer,North,242195.19
61,2013,Georgia,13125,Glascock,Central,77956.6
62,2013,Georgia,13127,Glynn,Southeast,138291.86
63,2013,Georgia,13129,Gordon,North,105456.62
64,2013,Georgia,13131,Grady,Southwest,146976.02
65,2013,Georgia,13133,Greene,Central,203249.7
66,2013,Georgia,13135,Gwinnett,North Central,82187.45
67,2013,Georgia,13137,Habersham,North,107965.86
68,2013,Georgia,13139,Hall,North Central,105701.96
69,2013,Georgia,13141,Hancock,Central,267806.16
70,2013,Georgia,13143,Haralson,North Central,101416.27
71,2013,Georgia,13145,Harris,Central,221051.46
72,2013,Georgia,13147,Hart,North Central,55744.55
73,2013,Georgia,13149,Heard,North Central,119100.26
74,2013,Georgia,13151,Henry,North Central,83256.89
75,2013,Georgia,13153,Houston,Central,127964.13
76,2013,Georgia,13155,Irwin,Southwest,104766.43
77,2013,Georgia,13157,Jackson,North Central,107821.9
78,2013,Georgia,13159,Jasper,Central,200354.66
79,2013,Georgia,13161,Jeff Davis,Southeast,151275.59
80,2013,Georgia,13163,Jefferson,Central,239892.31
81,2013,Georgia,13165,Jenkins,Southeast,150169.74
82,2013,Georgia,13167,Johnson,Southeast,147657.24
83,2013,Georgia,13169,Jones,Central,205079.16
84,2013,Georgia,13171,Lamar,Central,95420.59
85,2013,Georgia,13173,Lanier,Southwest,98495.86
86,2013,Georgia,13175,Laurens,Southeast,332686.5
87,2013,Georgia,13177,Lee,Central,137117.15
88,2013,Georgia,13179,Liberty,Southeast,218064.67
89,2013,Georgia,13181,Lincoln,Central,102723.77
90,2013,Georgia,13183,Long,Southeast,224074.27
91,2013,Georgia,13185,Lowndes,Southwest,206195.47
92,2013,Georgia,13187,Lumpkin,North,144612.36
93,2013,Georgia,13189,McDuffie,Central,116336.06
94,2013,Georgia,13191,McIntosh,Southeast,164075.19
95,2013,Georgia,13193,Macon,Central,140645.42
96,2013,Georgia,13195,Madison,North Central,95046.1
97,2013,Georgia,13197,Marion,Central,170624.36
98,2013,Georgia,13199,Meriwether,North Central,250743.89
99,2013,Georgia,13201,Miller,Southwest,69919.5
100,2013,Georgia,13205,Mitchell,Southwest,135220.1
101,2013,Georgia,13207,Monroe,Central,186412.07
102,2013,Georgia,13209,Montgomery,Southeast,136132.87
103,2013,Georgia,13211,Morgan,Central,154824.17
104,2013,Georgia,13213,Murray,North,135553.07
105,2013,Georgia,13215,Muscogee,Central,65925.2
106,2013,Georgia,13217,Newton,North Central,69703.68
107,2013,Georgia,13219,Oconee,North Central,65881.49
108,2013,Georgia,13221,Oglethorpe,North Central,231079.9
109,2013,Georgia,13223,Paulding,North Central,110957.96
110,2013,Georgia,13225,Peach,Central,35533.85
111,2013,Georgia,13227,Pickens,North,116707.89
112,2013,Georgia,13229,Pierce,Southeast,109807.34
113,2013,Georgia,13231,Pike,Central,95860.01
114,2013,Georgia,13233,Polk,North Central,128854.46
115,2013,Georgia,13235,Pulaski,Central,74734.54
116,2013,Georgia,13237,Putnam,Central,142673.57
117,2013,Georgia,13239,Quitman,Central,89478.34
118,2013,Georgia,13241,Rabun,North,225281.46
119,2013,Georgia,13243,Randolph,Central,168157.48
120,2013,Georgia,13245,Richmond,Central,122852.76
121,2013,Georgia,13247,Rockdale,North Central,22069.05
122,2013,Georgia,13249,Schley,Central,111614.56
123,2013,Georgia,13251,Screven,Southeast,325606.62
124,2013,Georgia,13253,Seminole,Southwest,40209.59
125,2013,Georgia,13255,Spalding,North Central,78195.42
126,2013,Georgia,13257,Stephens,North,94786.83
127,2013,Georgia,13259,Stewart,Central,235480.12
128,2013,Georgia,13261,Sumter,Central,189439.21
129,2013,Georgia,13263,Talbot,Central,206014.26
130,2013,Georgia,13265,Taliaferro,Central,117671.47
131,2013,Georgia,13267,Tattnall,Southeast,186480.18
132,2013,Georgia,13269,Taylor,Central,225588.35
133,2013,Georgia,13271,Telfair,Southeast,251252.5
134,2013,Georgia,13273,Terrell,Central,155590.12
135,2013,Georgia,13275,Thomas,Southwest,190355.73
136,2013,Georgia,13277,Tift,Southwest,81419.33
137,2013,Georgia,13279,Toombs,Southeast,151598.02
138,2013,Georgia,13281,Towns,North,68612.33
139,2013,Georgia,13283,Treutlen,Southeast,107350.98
140,2013,Georgia,13285,Troup,North Central,190149.29
141,2013,Georgia,13287,Turner,Southwest,66561.18
142,2013,Georgia,13289,Twiggs,Central,195745.24
143,2013,Georgia,13291,Union,North,156917.25
144,2013,Georgia,13293,Upson,Central,150660.92
145,2013,Georgia,13295,Walker,North,148634.27
146,2013,Georgia,13297,Walton,North Central,130448.87
147,2013,Georgia,13299,Ware,Southeast,453497.22
148,2013,Georgia,13301,Warren,Central,162422.91
149,2013,Georgia,13303,Washington,Central,299128.43
150,2013,Georgia,13305,Wayne,Southeast,350375.37
151,2013,Georgia,13307,Webster,Central,72094.46
152,2013,Georgia,13309,Wheeler,Southeast,146198.52
153,2013,Georgia,13311,White,North,119883.6
154,2013,Georgia,13313,Whitfield,North,90589.74
155,2013,Georgia,13315,Wilcox,Southwest,175405.76
156,2013,Georgia,13317,Wilkes,Central,233513.91
157,2013,Georgia,13319,Wilkinson,Central,265635.91
158,2013,Georgia,13321,Worth,Southwest,167912.84
0,2014,Georgia,13001,Appling,Southeast,239945.01
1,2014,Georgia,13003,Atkinson,Southeast,159188.18
2,2014,Georgia,13005,Bacon,Southeast,123971.71
3,2014,Georgia,13007,Baker,Southwest,125618.28
4,2014,Georgia,13009,Baldwin,Central,118717.55
5,2014,Georgia,13011,Banks,North Central,83453.47
6,2014,Georgia,13013,Barrow,North Central,45583.11
7,2014,Georgia,13015,Bartow,North,172309.93
8,2014,Georgia,13017,Ben Hill,Southwest,97811.94
9,2014,Georgia,13019,Berrien,Southwest,172498.82
10,2014,Georgia,13021,Bibb,Central,74634.32
11,2014,Georgia,13023,Bleckley,Central,79599.13
12,2014,Georgia,13025,Brantley,Southeast,243665.27
13,2014,Georgia,13027,Brooks,Southwest,177911.92
14,2014,Georgia,13029,Bryan,Southeast,196820.52
15,2014,Georgia,13031,Bulloch,Southeast,286746.76
16,2014,Georgia,13033,Burke,Central,329828.15
17,2014,Georgia,13035,Butts,Central,74225.73
18,2014,Georgia,13037,Calhoun,Central,73428.27
19,2014,Georgia,13039,Camden,Southeast,276666.93
20,2014,Georgia,13043,Candler,Southeast,82117.6
21,2014,Georgia,13045,Carroll,North Central,172061.74
22,2014,Georgia,13047,Catoosa,North,36737.17
23,2014,Georgia,13049,Charlton,Southeast,377550.45
24,2014,Georgia,13051,Chatham,Southeast,87072.18
25,2014,Georgia,13053,Chattahoochee,Central,134362.94
26,2014,Georgia,13055,Chattooga,North,153281.98
27,2014,Georgia,13057,Cherokee,North,127513.58
28,2014,Georgia,13059,Clarke,North Central,25364.03
29,2014,Georgia,13061,Clay,Central,84735.81
30,2014,Georgia,13063,Clayton,North Central,15000.42
31,2014,Georgia,13065,Clinch,Southeast,559908.36
32,2014,Georgia,13067,Cobb,North Central,20894.0
33,2014,Georgia,13069,Coffee,Southeast,205918.52
34,2014,Georgia,13071,Colquitt,Southwest,161657.37
35,2014,Georgia,13073,Columbia,Central,89733.34
36,2014,Georgia,13075,Cook,Southwest,78538.99
37,2014,Georgia,13077,Coweta,North Central,166221.01
38,2014,Georgia,13079,Crawford,Central,180565.67
39,2014,Georgia,13081,Crisp,Southwest,80244.7
40,2014,Georgia,13083,Dade,North,71103.88
41,2014,Georgia,13085,Dawson,North,100132.02
42,2014,Georgia,13087,Decatur,Southwest,187444.3
43,2014,Georgia,13089,DeKalb,North Central,47187.64
44,2014,Georgia,13091,Dodge,Southeast,226934.49
45,2014,Georgia,13093,Dooly,Southwest,92078.79
46,2014,Georgia,13095,Dougherty,Central,142656.35
47,2014,Georgia,13097,Douglas,North Central,83747.09
48,2014,Georgia,13099,Early,Southwest,177314.11
49,2014,Georgia,13101,Echols,Southeast,243242.98
50,2014,Georgia,13103,Effingham,Southeast,226445.29
51,2014,Georgia,13105,Elbert,North Central,135460.27
52,2014,Georgia,13107,Emanuel,Southeast,321556.38
53,2014,Georgia,13109,Evans,Southeast,88903.34
54,2014,Georgia,13111,Fannin,North,140153.27
55,2014,Georgia,13113,Fayette,North Central,34058.32
56,2014,Georgia,13115,Floyd,North,184284.9
57,2014,Georgia,13117,Forsyth,North Central,58359.4
58,2014,Georgia,13119,Franklin,North Central,79773.31
59,2014,Georgia,13121,Fulton,North Central,113727.88
60,2014,Georgia,13123,Gilmer,North,211560.59
61,2014,Georgia,13125,Glascock,Central,78286.17
62,2014,Georgia,13127,Glynn,Southeast,135143.38
63,2014,Georgia,13129,Gordon,North,105287.13
64,2014,Georgia,13131,Grady,Southwest,153199.54
65,2014,Georgia,13133,Greene,Central,181250.82
66,2014,Georgia,13135,Gwinnett,North Central,79368.43
67,2014,Georgia,13137,Habersham,North,86654.78
68,2014,Georgia,13139,Hall,North Central,108364.33
69,2014,Georgia,13141,Hancock,Central,265705.2
70,2014,Georgia,13143,Haralson,North Central,112010.8
71,2014,Georgia,13145,Harris,Central,220577.37
72,2014,Georgia,13147,Hart,North Central,55929.58
73,2014,Georgia,13149,Heard,North Central,110165.32
74,2014,Georgia,13151,Henry,North Central,90575.83
75,2014,Georgia,13153,Houston,Central,127621.22
76,2014,Georgia,13155,Irwin,Southwest,103340.04
77,2014,Georgia,13157,Jackson,North Central,108499.99
78,2014,Georgia,13159,Jasper,Central,186027.15
79,2014,Georgia,13161,Jeff Davis,Southeast,149330.39
80,2014,Georgia,13163,Jefferson,Central,243687.92
81,2014,Georgia,13165,Jenkins,Southeast,147635.21
82,2014,Georgia,13167,Johnson,Southeast,150942.01
83,2014,Georgia,13169,Jones,Central,190287.51
84,2014,Georgia,13171,Lamar,Central,91746.33
85,2014,Georgia,13173,Lanier,Southwest,101388.48
86,2014,Georgia,13175,Laurens,Southeast,331519.23
87,2014,Georgia,13177,Lee,Central,142376.68
88,2014,Georgia,13179,Liberty,Southeast,221397.79
89,2014,Georgia,13181,Lincoln,Central,108366.86
90,2014,Georgia,13183,Long,Southeast,228343.44
91,2014,Georgia,13185,Lowndes,Southwest,204807.27
92,2014,Georgia,13187,Lumpkin,North,113645.31
93,2014,Georgia,13189,McDuffie,Central,114601.47
94,2014,Georgia,13191,McIntosh,Southeast,162819.86
95,2014,Georgia,13193,Macon,Central,146271.86
96,2014,Georgia,13195,Madison,North Central,94869.52
97,2014,Georgia,13197,Marion,Central,175645.12
98,2014,Georgia,13199,Meriwether,North Central,258718.68
99,2014,Georgia,13201,Miller,Southwest,72069.91
100,2014,Georgia,13205,Mitchell,Southwest,132079.37
101,2014,Georgia,13207,Monroe,Central,180919.52
102,2014,Georgia,13209,Montgomery,Southeast,134545.77
103,2014,Georgia,13211,Morgan,Central,159515.42
104,2014,Georgia,13213,Murray,North,102324.11
105,2014,Georgia,13215,Muscogee,Central,66183.99
106,2014,Georgia,13217,Newton,North Central,76442.2
107,2014,Georgia,13219,Oconee,North Central,67433.76
108,2014,Georgia,13221,Oglethorpe,North Central,234871.31
109,2014,Georgia,13223,Paulding,North Central,110704.23
110,2014,Georgia,13225,Peach,Central,35315.14
111,2014,Georgia,13227,Pickens,North,112271.55
112,2014,Georgia,13229,Pierce,Southeast,106445.02
113,2014,Georgia,13231,Pike,Central,95083.56
114,2014,Georgia,13233,Polk,North Central,132381.36
115,2014,Georgia,13235,Pulaski,Central,75211.79
116,2014,Georgia,13237,Putnam,Central,122151.63
117,2014,Georgia,13239,Quitman,Central,90358.2
118,2014,Georgia,13241,Rabun,North,132726.83
119,2014,Georgia,13243,Randolph,Central,186834.43
120,2014,Georgia,13245,Richmond,Central,129834.46
121,2014,Georgia,13247,Rockdale,North Central,23302.56
122,2014,Georgia,13249,Schley,Central,112909.04
123,2014,Georgia,13251,Screven,Southeast,322959.25
124,2014,Georgia,13253,Seminole,Southwest,41175.24
125,2014,Georgia,13255,Spalding,North Central,85875.73
126,2014,Georgia,13257,Stephens,North,72929.7
127,2014,Georgia,13259,Stewart,Central,237959.66
128,2014,Georgia,13261,Sumter,Central,191575.51
129,2014,Georgia,13263,Talbot,Central,209493.93
130,2014,Georgia,13265,Taliaferro,Central,118185.6
131,2014,Georgia,13267,Tattnall,Southeast,184616.05
132,2014,Georgia,13269,Taylor,Central,228297.37
133,2014,Georgia,13271,Telfair,Southeast,247855.22
134,2014,Georgia,13273,Terrell,Central,149830.02
135,2014,Georgia,13275,Thomas,Southwest,202048.72
136,2014,Georgia,13277,Tift,Southwest,85317.38
137,2014,Georgia,13279,Toombs,Southeast,152905.05
138,2014,Georgia,13281,Towns,North,45437.87
139,2014,Georgia,13283,Treutlen,Southeast,106245.17
140,2014,Georgia,13285,Troup,North Central,198833.49
141,2014,Georgia,13287,Turner,Southwest,69470.57
142,2014,Georgia,13289,Twiggs,Central,196309.8
143,2014,Georgia,13291,Union,North,95842.51
144,2014,Georgia,13293,Upson,Central,149065.66
145,2014,Georgia,13295,Walker,North,136124.17
146,2014,Georgia,13297,Walton,North Central,131574.76
147,2014,Georgia,13299,Ware,Southeast,463438.79
148,2014,Georgia,13301,Warren,Central,161230.17
149,2014,Georgia,13303,Washington,Central,308594.48
150,2014,Georgia,13305,Wayne,Southeast,348950.82
151,2014,Georgia,13307,Webster,Central,72566.02
152,2014,Georgia,13309,Wheeler,Southeast,145069.86
153,2014,Georgia,13311,White,North,103317.76
154,2014,Georgia,13313,Whitfield,North,77376.99
155,2014,Georgia,13315,Wilcox,Southwest,177992.67
156,2014,Georgia,13317,Wilkes,Central,238061.25
157,2014,Georgia,13319,Wilkinson,Central,268315.73
158,2014,Georgia,13321,Worth,Southwest,172338.85
0,2015,Georgia,13001,Appling,Southeast,234709.0
1,2015,Georgia,13003,Atkinson,Southeast,153746.15
2,2015,Georgia,13005,Bacon,Southeast,124110.68
3,2015,Georgia,13007,Baker,Southwest,125576.17
4,2015,Georgia,13009,Baldwin,Central,112818.01
5,2015,Georgia,13011,Banks,North Central,83738.68
6,2015,Georgia,13013,Barrow,North Central,45718.28
7,2015,Georgia,13015,Bartow,North,165407.46
8,2015,Georgia,13017,Ben Hill,Southwest,98044.34
9,2015,Georgia,13019,Berrien,Southwest,163916.87
10,2015,Georgia,13021,Bibb,Central,74745.1
11,2015,Georgia,13023,Bleckley,Central,81335.59
12,2015,Georgia,13025,Brantley,Southeast,251080.18
13,2015,Georgia,13027,Brooks,Southwest,179132.3
14,2015,Georgia,13029,Bryan,Southeast,196995.75
15,2015,Georgia,13031,Bulloch,Southeast,287601.55
16,2015,Georgia,13033,Burke,Central,322724.58
17,2015,Georgia,13035,Butts,Central,77168.48
18,2015,Georgia,13037,Calhoun,Central,73623.47
19,2015,Georgia,13039,Camden,Southeast,277050.44
20,2015,Georgia,13043,Candler,Southeast,88304.5
21,2015,Georgia,13045,Carroll,North Central,172734.72
22,2015,Georgia,13047,Catoosa,North,36635.91
23,2015,Georgia,13049,Charlton,Southeast,379104.49
24,2015,Georgia,13051,Chatham,Southeast,87177.16
25,2015,Georgia,13053,Chattahoochee,Central,134580.18
26,2015,Georgia,13055,Chattooga,North,151435.58
27,2015,Georgia,13057,Cherokee,North,130006.72
28,2015,Georgia,13059,Clarke,North Central,25390.94
29,2015,Georgia,13061,Clay,Central,84874.83
30,2015,Georgia,13063,Clayton,North Central,15027.33
31,2015,Georgia,13065,Clinch,Southeast,537268.12
32,2015,Georgia,13067,Cobb,North Central,21431.86
33,2015,Georgia,13069,Coffee,Southeast,200104.33
34,2015,Georgia,13071,Colquitt,Southwest,160795.93
35,2015,Georgia,13073,Columbia,Central,89950.71
36,2015,Georgia,13075,Cook,Southwest,78533.69
37,2015,Georgia,13077,Coweta,North Central,166702.54
38,2015,Georgia,13079,Crawford,Central,174900.06
39,2015,Georgia,13081,Crisp,Southwest,79628.12
40,2015,Georgia,13083,Dade,North,70927.97
41,2015,Georgia,13085,Dawson,North,99466.9
42,2015,Georgia,13087,Decatur,Southwest,189134.45
43,2015,Georgia,13089,DeKalb,North Central,43539.39
44,2015,Georgia,13091,Dodge,Southeast,230629.53
45,2015,Georgia,13093,Dooly,Southwest,95246.44
46,2015,Georgia,13095,Dougherty,Central,141268.97
47,2015,Georgia,13097,Douglas,North Central,84121.24
48,2015,Georgia,13099,Early,Southwest,178153.62
49,2015,Georgia,13101,Echols,Southeast,243443.07
50,2015,Georgia,13103,Effingham,Southeast,226668.85
51,2015,Georgia,13105,Elbert,North Central,135934.81
52,2015,Georgia,13107,Emanuel,Southeast,320186.52
53,2015,Georgia,13109,Evans,Southeast,89045.11
54,2015,Georgia,13111,Fannin,North,134413.23
55,2015,Georgia,13113,Fayette,North Central,34201.57
56,2015,Georgia,13115,Floyd,North,185327.25
57,2015,Georgia,13117,Forsyth,North Central,58576.37
58,2015,Georgia,13119,Franklin,North Central,74407.86
59,2015,Georgia,13121,Fulton,North Central,109787.92
60,2015,Georgia,13123,Gilmer,North,207956.7
61,2015,Georgia,13125,Glascock,Central,78403.26
62,2015,Georgia,13127,Glynn,Southeast,136684.49
63,2015,Georgia,13129,Gordon,North,104492.55
64,2015,Georgia,13131,Grady,Southwest,154807.86
65,2015,Georgia,13133,Greene,Central,179477.47
66,2015,Georgia,13135,Gwinnett,North Central,73788.81
67,2015,Georgia,13137,Habersham,North,83199.57
68,2015,Georgia,13139,Hall,North Central,108640.05
69,2015,Georgia,13141,Hancock,Central,265289.98
70,2015,Georgia,13143,Haralson,North Central,112466.16
71,2015,Georgia,13145,Harris,Central,220925.75
72,2015,Georgia,13147,Hart,North Central,56146.73
73,2015,Georgia,13149,Heard,North Central,111436.3
74,2015,Georgia,13151,Henry,North Central,92372.55
75,2015,Georgia,13153,Houston,Central,122416.6
76,2015,Georgia,13155,Irwin,Southwest,97056.53
77,2015,Georgia,13157,Jackson,North Central,107658.27
78,2015,Georgia,13159,Jasper,Central,184810.47
79,2015,Georgia,13161,Jeff Davis,Southeast,143577.66
80,2015,Georgia,13163,Jefferson,Central,238168.4
81,2015,Georgia,13165,Jenkins,Southeast,147779.87
82,2015,Georgia,13167,Johnson,Southeast,151589.46
83,2015,Georgia,13169,Jones,Central,190697.43
84,2015,Georgia,13171,Lamar,Central,91882.59
85,2015,Georgia,13173,Lanier,Southwest,97886.66
86,2015,Georgia,13175,Laurens,Southeast,336760.47
87,2015,Georgia,13177,Lee,Central,138283.02
88,2015,Georgia,13179,Liberty,Southeast,215822.29
89,2015,Georgia,13181,Lincoln,Central,107907.46
90,2015,Georgia,13183,Long,Southeast,228609.92
91,2015,Georgia,13185,Lowndes,Southwest,200847.23
92,2015,Georgia,13187,Lumpkin,North,110873.72
93,2015,Georgia,13189,McDuffie,Central,115710.72
94,2015,Georgia,13191,McIntosh,Southeast,163016.49
95,2015,Georgia,13193,Macon,Central,146514.65
96,2015,Georgia,13195,Madison,North Central,88669.79
97,2015,Georgia,13197,Marion,Central,175801.23
98,2015,Georgia,13199,Meriwether,North Central,258893.61
99,2015,Georgia,13201,Miller,Southwest,72377.6
100,2015,Georgia,13205,Mitchell,Southwest,132433.14
101,2015,Georgia,13207,Monroe,Central,181245.8
102,2015,Georgia,13209,Montgomery,Southeast,134757.5
103,2015,Georgia,13211,Morgan,Central,159408.5
104,2015,Georgia,13213,Murray,North,102447.69
105,2015,Georgia,13215,Muscogee,Central,59034.56
106,2015,Georgia,13217,Newton,North Central,76729.89
107,2015,Georgia,13219,Oconee,North Central,67665.26
108,2015,Georgia,13221,Oglethorpe,North Central,235569.35
109,2015,Georgia,13223,Paulding,North Central,111066.58
110,2015,Georgia,13225,Peach,Central,35385.25
111,2015,Georgia,13227,Pickens,North,108774.42
112,2015,Georgia,13229,Pierce,Southeast,106535.56
113,2015,Georgia,13231,Pike,Central,95216.67
114,2015,Georgia,13233,Polk,North Central,127188.9
115,2015,Georgia,13235,Pulaski,Central,74090.92
116,2015,Georgia,13237,Putnam,Central,120156.79
117,2015,Georgia,13239,Quitman,Central,90401.94
118,2015,Georgia,13241,Rabun,North,124084.72
119,2015,Georgia,13243,Randolph,Central,187169.15
120,2015,Georgia,13245,Richmond,Central,131460.86
121,2015,Georgia,13247,Rockdale,North Central,23631.67
122,2015,Georgia,13249,Schley,Central,113131.63
123,2015,Georgia,13251,Screven,Southeast,323683.54
124,2015,Georgia,13253,Seminole,Southwest,41388.58
125,2015,Georgia,13255,Spalding,North Central,82678.02
126,2015,Georgia,13257,Stephens,North,71111.39
127,2015,Georgia,13259,Stewart,Central,232442.2
128,2015,Georgia,13261,Sumter,Central,186622.59
129,2015,Georgia,13263,Talbot,Central,209713.39
130,2015,Georgia,13265,Taliaferro,Central,118821.43
131,2015,Georgia,13267,Tattnall,Southeast,184696.94
132,2015,Georgia,13269,Taylor,Central,228632.68
133,2015,Georgia,13271,Telfair,Southeast,248067.75
134,2015,Georgia,13273,Terrell,Central,150169.51
135,2015,Georgia,13275,Thomas,Southwest,203111.81
136,2015,Georgia,13277,Tift,Southwest,82323.28
137,2015,Georgia,13279,Toombs,Southeast,153067.54
138,2015,Georgia,13281,Towns,North,43176.01
139,2015,Georgia,13283,Treutlen,Southeast,106372.94
140,2015,Georgia,13285,Troup,North Central,201847.57
141,2015,Georgia,13287,Turner,Southwest,69612.41
142,2015,Georgia,13289,Twiggs,Central,196573.2
143,2015,Georgia,13291,Union,North,89684.31
144,2015,Georgia,13293,Upson,Central,149303.0
145,2015,Georgia,13295,Walker,North,135039.59
146,2015,Georgia,13297,Walton,North Central,132045.62
147,2015,Georgia,13299,Ware,Southeast,464670.07
148,2015,Georgia,13301,Warren,Central,164364.62
149,2015,Georgia,13303,Washington,Central,309287.26
150,2015,Georgia,13305,Wayne,Southeast,350060.51
151,2015,Georgia,13307,Webster,Central,78310.32
152,2015,Georgia,13309,Wheeler,Southeast,145197.07
153,2015,Georgia,13311,White,North,100748.77
154,2015,Georgia,13313,Whitfield,North,76511.16
155,2015,Georgia,13315,Wilcox,Southwest,177555.4
156,2015,Georgia,13317,Wilkes,Central,238390.1
157,2015,Georgia,13319,Wilkinson,Central,268363.58
158,2015,Georgia,13321,Worth,Southwest,172480.15
0,2016,Georgia,13001,Appling,Southeast,234909.22
1,2016,Georgia,13003,Atkinson,Southeast,154017.29
2,2016,Georgia,13005,Bacon,Southeast,119591.19
3,2016,Georgia,13007,Baker,Southwest,125559.42
4,2016,Georgia,13009,Baldwin,Central,112870.11
5,2016,Georgia,13011,Banks,North Central,83227.79
6,2016,Georgia,13013,Barrow,North Central,45627.75
7,2016,Georgia,13015,Bartow,North,161689.14
8,2016,Georgia,13017,Ben Hill,Southwest,96603.74
9,2016,Georgia,13019,Berrien,Southwest,161084.85
10,2016,Georgia,13021,Bibb,Central,74884.52
11,2016,Georgia,13023,Bleckley,Central,81520.74
12,2016,Georgia,13025,Brantley,Southeast,251359.78
13,2016,Georgia,13027,Brooks,Southwest,179069.99
14,2016,Georgia,13029,Bryan,Southeast,197201.35
15,2016,Georgia,13031,Bulloch,Southeast,293102.32
16,2016,Georgia,13033,Burke,Central,318046.5
17,2016,Georgia,13035,Butts,Central,77306.11
18,2016,Georgia,13037,Calhoun,Central,78243.08
19,2016,Georgia,13039,Camden,Southeast,279365.5
20,2016,Georgia,13043,Candler,Southeast,88377.18
21,2016,Georgia,13045,Carroll,North Central,171033.09
22,2016,Georgia,13047,Catoosa,North,36516.43
23,2016,Georgia,13049,Charlton,Southeast,377728.05
24,2016,Georgia,13051,Chatham,Southeast,87783.73
25,2016,Georgia,13053,Chattahoochee,Central,134721.67
26,2016,Georgia,13055,Chattooga,North,155497.05
27,2016,Georgia,13057,Cherokee,North,127379.91
28,2016,Georgia,13059,Clarke,North Central,25236.01
29,2016,Georgia,13061,Clay,Central,75210.25
30,2016,Georgia,13063,Clayton,North Central,15024.22
31,2016,Georgia,13065,Clinch,Southeast,531491.9
32,2016,Georgia,13067,Cobb,North Central,21384.53
33,2016,Georgia,13069,Coffee,Southeast,200206.62
34,2016,Georgia,13071,Colquitt,Southwest,160590.82
35,2016,Georgia,13073,Columbia,Central,90848.91
36,2016,Georgia,13075,Cook,Southwest,78532.81
37,2016,Georgia,13077,Coweta,North Central,161451.9
38,2016,Georgia,13079,Crawford,Central,175086.49
39,2016,Georgia,13081,Crisp,Southwest,81750.04
40,2016,Georgia,13083,Dade,North,70752.16
41,2016,Georgia,13085,Dawson,North,101426.38
42,2016,Georgia,13087,Decatur,Southwest,192286.55
43,2016,Georgia,13089,DeKalb,North Central,43423.68
44,2016,Georgia,13091,Dodge,Southeast,235353.23
45,2016,Georgia,13093,Dooly,Southwest,95163.44
46,2016,Georgia,13095,Dougherty,Central,140361.31
47,2016,Georgia,13097,Douglas,North Central,83937.79
48,2016,Georgia,13099,Early,Southwest,178579.65
49,2016,Georgia,13101,Echols,Southeast,243938.11
50,2016,Georgia,13103,Effingham,Southeast,226907.93
51,2016,Georgia,13105,Elbert,North Central,136835.1
52,2016,Georgia,13107,Emanuel,Southeast,320805.12
53,2016,Georgia,13109,Evans,Southeast,89231.76
54,2016,Georgia,13111,Fannin,North,144956.97
55,2016,Georgia,13113,Fayette,North Central,34307.83
56,2016,Georgia,13115,Floyd,North,184806.13
57,2016,Georgia,13117,Forsyth,North Central,59153.34
58,2016,Georgia,13119,Franklin,North Central,74383.44
59,2016,Georgia,13121,Fulton,North Central,112886.91
60,2016,Georgia,13123,Gilmer,North,209468.92
61,2016,Georgia,13125,Glascock,Central,78704.11
62,2016,Georgia,13127,Glynn,Southeast,137769.73
63,2016,Georgia,13129,Gordon,North,107192.08
64,2016,Georgia,13131,Grady,Southwest,155027.64
65,2016,Georgia,13133,Greene,Central,178103.2
66,2016,Georgia,13135,Gwinnett,North Central,73693.6
67,2016,Georgia,13137,Habersham,North,86990.06
68,2016,Georgia,13139,Hall,North Central,106914.01
69,2016,Georgia,13141,Hancock,Central,265726.53
70,2016,Georgia,13143,Haralson,North Central,113925.68
71,2016,Georgia,13145,Harris,Central,230515.38
72,2016,Georgia,13147,Hart,North Central,56103.6
73,2016,Georgia,13149,Heard,North Central,105671.63
74,2016,Georgia,13151,Henry,North Central,92375.48
75,2016,Georgia,13153,Houston,Central,122618.26
76,2016,Georgia,13155,Irwin,Southwest,100599.35
77,2016,Georgia,13157,Jackson,North Central,107652.8
78,2016,Georgia,13159,Jasper,Central,182459.25
79,2016,Georgia,13161,Jeff Davis,Southeast,137604.44
80,2016,Georgia,13163,Jefferson,Central,234977.63
81,2016,Georgia,13165,Jenkins,Southeast,147923.44
82,2016,Georgia,13167,Johnson,Southeast,151705.29
83,2016,Georgia,13169,Jones,Central,189983.96
84,2016,Georgia,13171,Lamar,Central,92246.03
